VGS_V,VDS_V,Temperature_C,Width_um,Length_um,ID_mA
0.4,1.0,0,2.0,1.0,1.00010479e-09
0.6,1.0,0,2.0,1.0,1.00010479e-09
0.8,1.0,0,2.0,1.0,0.0012695923900000001
1.0,1.0,0,2.0,1.0,0.0175778163
1.2,1.0,0,2.0,1.0,0.052684655799999994
1.4,1.0,0,2.0,1.0,0.106590111
1.6,1.0,0,2.0,1.0,0.17929418200000002
1.8,1.0,0,2.0,1.0,0.269527277
0.0,1.2,0,2.0,1.0,1.20010479e-09
0.2,1.2,0,2.0,1.0,1.20010479e-09
0.4,1.2,0,2.0,1.0,1.20010479e-09
0.6,1.2,0,2.0,1.0,1.20010479e-09
0.8,1.2,0,2.0,1.0,0.00127457138
1.0,1.2,0,2.0,1.0,0.0176467491
1.2,1.2,0,2.0,1.0,0.0528912625
1.4,1.2,0,2.0,1.0,0.107008112
1.6,1.2,0,2.0,1.0,0.179997297
1.8,1.2,0,2.0,1.0,0.27185881700000003
0.0,1.4,0,2.0,1.0,1.40010479e-09
0.2,1.4,0,2.0,1.0,1.40010479e-09
0.4,1.4,0,2.0,1.0,1.40010479e-09
0.6,1.4,0,2.0,1.0,1.40010479e-09
0.8,1.4,0,2.0,1.0,0.00127955037
1.0,1.4,0,2.0,1.0,0.0177156819
1.2,1.4,0,2.0,1.0,0.053097869199999995
1.4,1.4,0,2.0,1.0,0.107426112
1.6,1.4,0,2.0,1.0,0.180700411
1.8,1.4,0,2.0,1.0,0.272920766
0.0,1.6,0,2.0,1.0,1.6001047900000001e-09
0.2,1.6,0,2.0,1.0,1.6001047900000001e-09
0.4,1.6,0,2.0,1.0,1.6001047900000001e-09
0.6,1.6,0,2.0,1.0,1.6001047900000001e-09
0.8,1.6,0,2.0,1.0,0.0012845293599999998
1.0,1.6,0,2.0,1.0,0.0177846147
1.2,1.6,0,2.0,1.0,0.0533044759
1.4,1.6,0,2.0,1.0,0.107844113
1.6,1.6,0,2.0,1.0,0.181403526
1.8,1.6,0,2.0,1.0,0.273982714
0.0,1.8,0,2.0,1.0,1.80010479e-09
0.2,1.8,0,2.0,1.0,1.80010479e-09
0.4,1.8,0,2.0,1.0,1.80010479e-09
0.6,1.8,0,2.0,1.0,1.80010479e-09
0.8,1.8,0,2.0,1.0,0.0012895083499999999
1.0,1.8,0,2.0,1.0,0.0178535475
1.2,1.8,0,2.0,1.0,0.053511082599999996
1.4,1.8,0,2.0,1.0,0.108262114
1.6,1.8,0,2.0,1.0,0.18210664000000001
1.8,1.8,0,2.0,1.0,0.275044663
0.0,0.0,0,5.0,0.18,1.0478523300000001e-13
0.2,0.0,0,5.0,0.18,-0.0
0.4,0.0,0,5.0,0.18,-0.0
0.6,0.0,0,5.0,0.18,-0.0
0.8,0.0,0,5.0,0.18,-0.0
1.0,0.0,0,5.0,0.18,-0.0
1.2,0.0,0,5.0,0.18,-0.0
1.4,0.0,0,5.0,0.18,-0.0
1.6,0.0,0,5.0,0.18,-0.0
1.8,0.0,0,5.0,0.18,-0.0
0.0,0.2,0,5.0,0.18,2.00104785e-10
0.2,0.2,0,5.0,0.18,2.00104785e-10
0.4,0.2,0,5.0,0.18,2.00104785e-10
0.6,0.2,0,5.0,0.18,2.00104785e-10
0.8,0.2,0,5.0,0.18,0.0173566145
1.0,0.2,0,5.0,0.18,0.22295012
1.2,0.2,0,5.0,0.18,0.479946445
1.4,0.2,0,5.0,0.18,0.7369427700000001
1.6,0.2,0,5.0,0.18,0.993939095
1.8,0.2,0,5.0,0.18,1.25093542
0.0,0.4,0,5.0,0.18,4.00104785e-10
0.2,0.4,0,5.0,0.18,4.00104785e-10
0.4,0.4,0,5.0,0.18,4.00104785e-10
0.6,0.4,0,5.0,0.18,4.00104785e-10
0.8,0.4,0,5.0,0.18,0.0174257646
1.0,0.4,0,5.0,0.18,0.241264132
1.2,0.4,0,5.0,0.18,0.705696949
1.4,0.4,0,5.0,0.18,1.22173738
1.6,0.4,0,5.0,0.18,1.73777781
1.8,0.4,0,5.0,0.18,2.2538182399999998
0.0,0.6,0,5.0,0.18,6.001047849999999e-10
0.2,0.6,0,5.0,0.18,6.001047849999999e-10
0.4,0.6,0,5.0,0.18,6.001047849999999e-10
0.6,0.6,0,5.0,0.18,6.001047849999999e-10
0.8,0.6,0,5.0,0.18,0.017494914599999998
1.0,0.6,0,5.0,0.18,0.24222152900000002
1.2,0.6,0,5.0,0.18,0.7259922480000001
1.4,0.6,0,5.0,0.18,1.45131216
1.6,0.6,0,5.0,0.18,2.22844447
1.8,0.6,0,5.0,0.18,3.00557679
0.0,0.8,0,5.0,0.18,8.00104785e-10
0.2,0.8,0,5.0,0.18,8.00104785e-10
0.4,0.8,0,5.0,0.18,8.00104785e-10
0.6,0.8,0,5.0,0.18,8.00104785e-10
0.8,0.8,0,5.0,0.18,0.0175640647
1.0,0.8,0,5.0,0.18,0.243178927
1.2,0.8,0,5.0,0.18,0.728861783
1.4,0.8,0,5.0,0.18,1.47461263
1.6,0.8,0,5.0,0.18,2.4628674200000003
1.8,0.8,0,5.0,0.18,3.50313939
0.0,1.0,0,5.0,0.18,1.00010479e-09
0.2,1.0,0,5.0,0.18,1.00010479e-09
0.4,1.0,0,5.0,0.18,1.00010479e-09
0.6,1.0,0,5.0,0.18,1.00010479e-09
0.8,1.0,0,5.0,0.18,0.0176332147
1.0,1.0,0,5.0,0.18,0.244136324
1.2,1.0,0,5.0,0.18,0.731731318
1.4,1.0,0,5.0,0.18,1.4804182
1.6,1.0,0,5.0,0.18,2.49019696
1.8,1.0,0,5.0,0.18,3.74343439
0.0,1.2,0,5.0,0.18,1.20010479e-09
0.2,1.2,0,5.0,0.18,1.20010479e-09
0.4,1.2,0,5.0,0.18,1.20010479e-09
0.6,1.2,0,5.0,0.18,1.20010479e-09
0.8,1.2,0,5.0,0.18,0.0177023648
1.0,1.2,0,5.0,0.18,0.24509372199999999
1.2,1.2,0,5.0,0.18,0.734600853
1.4,1.2,0,5.0,0.18,1.4862237600000001
1.6,1.2,0,5.0,0.18,2.49996244
1.8,1.2,0,5.0,0.18,3.7758168899999998
0.0,1.4,0,5.0,0.18,1.40010479e-09
0.2,1.4,0,5.0,0.18,1.40010479e-09
0.4,1.4,0,5.0,0.18,1.40010479e-09
0.6,1.4,0,5.0,0.18,1.40010479e-09
0.8,1.4,0,5.0,0.18,0.0177715148
1.0,1.4,0,5.0,0.18,0.246051119
1.2,1.4,0,5.0,0.18,0.737470387
1.4,1.4,0,5.0,0.18,1.4920293199999999
1.6,1.4,0,5.0,0.18,2.50972791
1.8,1.4,0,5.0,0.18,3.79056617
0.0,1.6,0,5.0,0.18,1.6001047900000001e-09
0.2,1.6,0,5.0,0.18,1.6001047900000001e-09
0.4,1.6,0,5.0,0.18,1.6001047900000001e-09
0.6,1.6,0,5.0,0.18,1.6001047900000001e-09
0.8,1.6,0,5.0,0.18,0.0178406649
1.0,1.6,0,5.0,0.18,0.247008517
1.2,1.6,0,5.0,0.18,0.740339922
1.4,1.6,0,5.0,0.18,1.4978348799999999
1.6,1.6,0,5.0,0.18,2.51949339
1.8,1.6,0,5.0,0.18,3.80531546
0.0,1.8,0,5.0,0.18,1.80010479e-09
0.2,1.8,0,5.0,0.18,1.80010479e-09
0.4,1.8,0,5.0,0.18,1.80010479e-09
0.6,1.8,0,5.0,0.18,1.80010479e-09
0.8,1.8,0,5.0,0.18,0.017909815
1.0,1.8,0,5.0,0.18,0.24796591399999998
1.2,1.8,0,5.0,0.18,0.743209457
1.4,1.8,0,5.0,0.18,1.50364044
1.6,1.8,0,5.0,0.18,2.52925887
1.8,1.8,0,5.0,0.18,3.82006474
0.0,0.0,0,5.0,0.5,1.0478523300000001e-13
0.2,0.0,0,5.0,0.5,-0.0
0.4,0.0,0,5.0,0.5,-0.0
0.6,0.0,0,5.0,0.5,-0.0
0.8,0.0,0,5.0,0.5,-0.0
1.0,0.0,0,5.0,0.5,-0.0
1.2,0.0,0,5.0,0.5,-0.0
1.4,0.0,0,5.0,0.5,-0.0
1.6,0.0,0,5.0,0.5,-0.0
1.8,0.0,0,5.0,0.5,-0.0
0.0,0.2,0,5.0,0.5,2.00104785e-10
0.2,0.2,0,5.0,0.5,2.00104785e-10
0.4,0.2,0,5.0,0.5,2.00104785e-10
0.6,0.2,0,5.0,0.5,2.00104785e-10
0.8,0.2,0,5.0,0.5,0.006248381349999999
1.0,0.2,0,5.0,0.5,0.0802620432
1.2,0.2,0,5.0,0.5,0.17278072
1.4,0.2,0,5.0,0.5,0.26529939700000005
1.6,0.2,0,5.0,0.5,0.357818074
1.8,0.2,0,5.0,0.5,0.450336751
0.0,0.4,0,5.0,0.5,4.00104785e-10
0.2,0.4,0,5.0,0.5,4.00104785e-10
0.4,0.4,0,5.0,0.5,4.00104785e-10
0.6,0.4,0,5.0,0.5,4.00104785e-10
0.8,0.4,0,5.0,0.5,0.006273275500000001
1.0,0.4,0,5.0,0.5,0.0868550876
1.2,0.4,0,5.0,0.5,0.254050902
1.4,0.4,0,5.0,0.5,0.439825457
1.6,0.4,0,5.0,0.5,0.625600011
1.8,0.4,0,5.0,0.5,0.811374566
0.0,0.6,0,5.0,0.5,6.001047849999999e-10
0.2,0.6,0,5.0,0.5,6.001047849999999e-10
0.4,0.6,0,5.0,0.5,6.001047849999999e-10
0.6,0.6,0,5.0,0.5,6.001047849999999e-10
0.8,0.6,0,5.0,0.5,0.00629816964
1.0,0.6,0,5.0,0.5,0.08719975090000001
1.2,0.6,0,5.0,0.5,0.26135721
1.4,0.6,0,5.0,0.5,0.5224723769999999
1.6,0.6,0,5.0,0.5,0.80224001
1.8,0.6,0,5.0,0.5,1.0820076399999998
0.0,0.8,0,5.0,0.5,8.00104785e-10
0.2,0.8,0,5.0,0.5,8.00104785e-10
0.4,0.8,0,5.0,0.5,8.00104785e-10
0.6,0.8,0,5.0,0.5,8.00104785e-10
0.8,0.8,0,5.0,0.5,0.00632306379
1.0,0.8,0,5.0,0.5,0.08754441410000001
1.2,0.8,0,5.0,0.5,0.262390242
1.4,0.8,0,5.0,0.5,0.530860549
1.6,0.8,0,5.0,0.5,0.88663227
1.8,0.8,0,5.0,0.5,1.26113018
0.0,1.0,0,5.0,0.5,1.00010479e-09
0.2,1.0,0,5.0,0.5,1.00010479e-09
0.4,1.0,0,5.0,0.5,1.00010479e-09
0.6,1.0,0,5.0,0.5,1.00010479e-09
0.8,1.0,0,5.0,0.5,0.00634795794
1.0,1.0,0,5.0,0.5,0.0878890774
1.2,1.0,0,5.0,0.5,0.26342327499999996
1.4,1.0,0,5.0,0.5,0.532950551
1.6,1.0,0,5.0,0.5,0.8964709049999999
1.8,1.0,0,5.0,0.5,1.34763638
0.0,1.2,0,5.0,0.5,1.20010479e-09
0.2,1.2,0,5.0,0.5,1.20010479e-09
0.4,1.2,0,5.0,0.5,1.20010479e-09
0.6,1.2,0,5.0,0.5,1.20010479e-09
0.8,1.2,0,5.0,0.5,0.00637285209
1.0,1.2,0,5.0,0.5,0.0882337406
1.2,1.2,0,5.0,0.5,0.26445630800000003
1.4,1.2,0,5.0,0.5,0.5350405530000001
1.6,1.2,0,5.0,0.5,0.899986478
1.8,1.2,0,5.0,0.5,1.35929408
0.0,1.4,0,5.0,0.5,1.40010479e-09
0.2,1.4,0,5.0,0.5,1.40010479e-09
0.4,1.4,0,5.0,0.5,1.40010479e-09
0.6,1.4,0,5.0,0.5,1.40010479e-09
0.8,1.4,0,5.0,0.5,0.00639774624
1.0,1.4,0,5.0,0.5,0.08857840389999999
1.2,1.4,0,5.0,0.5,0.26548933999999996
1.4,1.4,0,5.0,0.5,0.5371305559999999
1.6,1.4,0,5.0,0.5,0.90350205
1.8,1.4,0,5.0,0.5,1.36460382
0.0,1.6,0,5.0,0.5,1.6001047900000001e-09
0.2,1.6,0,5.0,0.5,1.6001047900000001e-09
0.4,1.6,0,5.0,0.5,1.6001047900000001e-09
0.6,1.6,0,5.0,0.5,1.6001047900000001e-09
0.8,1.6,0,5.0,0.5,0.0064226403900000005
1.0,1.6,0,5.0,0.5,0.0889230671
1.2,1.6,0,5.0,0.5,0.26652237300000003
1.4,1.6,0,5.0,0.5,0.539220558
1.6,1.6,0,5.0,0.5,0.907017622
1.8,1.6,0,5.0,0.5,1.36991357
0.0,1.8,0,5.0,0.5,1.80010479e-09
0.2,1.8,0,5.0,0.5,1.80010479e-09
0.4,1.8,0,5.0,0.5,1.80010479e-09
0.6,1.8,0,5.0,0.5,1.80010479e-09
0.8,1.8,0,5.0,0.5,0.00644753454
1.0,1.8,0,5.0,0.5,0.0892677304
1.2,1.8,0,5.0,0.5,0.267555406
1.4,1.8,0,5.0,0.5,0.541310561
1.6,1.8,0,5.0,0.5,0.9105331950000001
1.8,1.8,0,5.0,0.5,1.37522331
0.0,0.0,0,5.0,1.0,1.0478523300000001e-13
0.2,0.0,0,5.0,1.0,-0.0
0.4,0.0,0,5.0,1.0,-0.0
0.6,0.0,0,5.0,1.0,-0.0
0.8,0.0,0,5.0,1.0,-0.0
1.0,0.0,0,5.0,1.0,-0.0
1.2,0.0,0,5.0,1.0,-0.0
1.4,0.0,0,5.0,1.0,-0.0
1.6,0.0,0,5.0,1.0,-0.0
1.8,0.0,0,5.0,1.0,-0.0
0.0,0.2,0,5.0,1.0,2.00104785e-10
0.2,0.2,0,5.0,1.0,2.00104785e-10
0.4,0.2,0,5.0,1.0,2.00104785e-10
0.6,0.2,0,5.0,1.0,2.00104785e-10
0.8,0.2,0,5.0,1.0,0.0031241907699999997
1.0,0.2,0,5.0,1.0,0.0401310217
1.2,0.2,0,5.0,1.0,0.08639036030000001
1.4,0.2,0,5.0,1.0,0.132649699
1.6,0.2,0,5.0,1.0,0.178909037
1.8,0.2,0,5.0,1.0,0.225168376
0.0,0.4,0,5.0,1.0,4.00104785e-10
0.2,0.4,0,5.0,1.0,4.00104785e-10
0.4,0.4,0,5.0,1.0,4.00104785e-10
0.6,0.4,0,5.0,1.0,4.00104785e-10
0.8,0.4,0,5.0,1.0,0.00313663795
1.0,0.4,0,5.0,1.0,0.043427544
1.2,0.4,0,5.0,1.0,0.127025451
1.4,0.4,0,5.0,1.0,0.219912729
1.6,0.4,0,5.0,1.0,0.31280000599999996
1.8,0.4,0,5.0,1.0,0.405687283
0.0,0.6,0,5.0,1.0,6.001047849999999e-10
0.2,0.6,0,5.0,1.0,6.001047849999999e-10
0.4,0.6,0,5.0,1.0,6.001047849999999e-10
0.6,0.6,0,5.0,1.0,6.001047849999999e-10
0.8,0.6,0,5.0,1.0,0.0031490851199999998
1.0,0.6,0,5.0,1.0,0.0435998757
1.2,0.6,0,5.0,1.0,0.130678605
1.4,0.6,0,5.0,1.0,0.261236189
1.6,0.6,0,5.0,1.0,0.401120005
